Trajectories
100
,,jamsling:arm1,,,jamsling:arm2,,,jamsling:arm3,,,jamsling:arm4,,,jamsling:shoulder1,,,jamsling:shoulder2,,,jamsling:shoulder3,,,jamsling:shoulder4,,,jamsling:torso1,,,jamsling:torso2,,,jamsling:torso3,,,jamsling:torso4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,361.481659,-366.852722,858.023193,438.595245,-305.127441,716.447266,419.777039,-156.358948,698.278564,556.168213,-202.673828,871.987305,336.193512,-81.032448,827.198547,357.519867,-220.842438,918.869080,285.015320,-386.533325,673.168457,259.366364,-114.443779,644.383789,158.565094,-198.010498,941.712708,165.767807,-161.716431,844.085449,250.217743,-229.145096,947.654602,231.658188,-291.770447,910.917297
2,0,361.488922,-366.872498,858.016052,438.597687,-305.138641,716.435730,419.768005,-156.356628,698.262817,556.163086,-202.675964,871.981812,336.166046,-81.096977,827.177917,357.507965,-220.861252,918.858093,285.024963,-386.563721,673.160767,259.341980,-114.495461,644.364685,158.561020,-198.049927,941.693909,165.747009,-161.782959,844.066345,250.210587,-229.171265,947.640747,231.646545,-291.789551,910.903625
3,0,361.493042,-366.900360,858.015381,438.595184,-305.156708,716.431946,419.752319,-156.430786,698.270691,556.158630,-202.694016,871.989441,336.159241,-81.110115,827.189697,357.504395,-220.889709,918.861145,285.027588,-386.595886,673.163513,259.314789,-114.571190,644.369385,158.534180,-198.105774,941.699707,165.734863,-161.818909,844.079407,250.218689,-229.212906,947.651672,231.637192,-291.815521,910.899414
4,0,361.496155,-366.927246,858.021423,438.598206,-305.187469,716.442810,419.752319,-156.437210,698.284180,556.150574,-202.718689,872.001282,336.134949,-81.171051,827.191345,357.501434,-220.925049,918.874695,285.028900,-386.624756,673.170471,259.314270,-114.579529,644.388977,158.584366,-198.024078,941.727051,165.731049,-161.845383,844.093933,250.198120,-229.234940,947.655701,231.643326,-291.850281,910.903198
5,0,361.484375,-366.960571,858.015137,438.592438,-305.219971,716.437988,419.748688,-156.474777,698.286438,556.142822,-202.746948,871.998596,336.132690,-81.195045,827.190674,357.481110,-220.949509,918.863831,285.027710,-386.661194,673.160339,259.333466,-114.585403,644.385376,158.520889,-198.181671,941.703979,165.714905,-161.896423,844.093323,250.188049,-229.270950,947.644409,231.631836,-291.879883,910.894958
6,0,361.475739,-366.997223,858.013611,438.592468,-305.258087,716.438538,419.759033,-156.460693,698.305603,556.139343,-202.791870,872.007080,336.125122,-81.219833,827.188049,357.477539,-220.992966,918.863953,285.018524,-386.696503,673.152222,259.318573,-114.637260,644.381592,158.525177,-198.214630,941.701355,165.709076,-161.929764,844.077087,250.190140,-229.315048,947.642822,231.603348,-291.904907,910.879028
7,0,361.468201,-367.039062,858.026306,438.588501,-305.300110,716.451172,419.755859,-156.550430,698.288818,556.131958,-202.835663,872.018616,336.131042,-81.260971,827.184387,357.472961,-221.030365,918.871155,285.023254,-386.736633,673.170288,259.329742,-114.674873,644.374451,158.545319,-198.190491,941.717773,165.707596,-161.951981,844.082947,250.182159,-229.345459,947.647705,231.598221,-291.936279,910.883667
8,0,361.460083,-367.085419,858.033997,438.589600,-305.350922,716.458740,419.758698,-156.591171,698.293884,556.125488,-202.885498,872.027893,336.137482,-81.285683,827.188843,357.465973,-221.070663,918.868835,285.033508,-386.783661,673.182068,259.331177,-114.700104,644.379883,158.533417,-198.239746,941.711487,165.712448,-161.962875,844.077271,250.176514,-229.382645,947.648071,231.590927,-291.969604,910.883850
9,0,361.441956,-367.131775,858.031860,438.586273,-305.411255,716.458862,419.766998,-156.658936,698.290344,556.123962,-202.950241,872.030457,336.150116,-81.320946,827.176819,357.460205,-221.121002,918.867188,285.004791,-386.823700,673.161926,259.355927,-114.760841,644.362061,158.880936,-196.937119,942.387146,165.698639,-162.042114,844.061035,250.177322,-229.426361,947.640808,231.575333,-292.007385,910.870361
