Trajectories
100
,,jamsling:arm1,,,jamsling:arm2,,,jamsling:arm3,,,jamsling:arm4,,,jamsling:shoulder1,,,jamsling:shoulder2,,,jamsling:shoulder3,,,jamsling:shoulder4,,,jamsling:torso1,,,jamsling:torso2,,,jamsling:torso3,,,jamsling:torso4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,345.736023,-349.799286,874.447754,467.519043,-278.358612,763.579895,453.103333,-128.317444,751.149353,525.739380,-188.617172,955.988403,335.050110,-62.310329,842.234009,347.038025,-203.906036,934.710815,275.014221,-366.306335,686.686340,263.547943,-93.551025,656.736938,148.086136,-171.955917,940.573853,160.890228,-135.814880,849.450562,232.488266,-204.463943,955.061829,214.393311,-270.891846,916.159607
2,0,345.730469,-349.782440,874.465332,467.511047,-278.318909,763.610840,453.085968,-128.276230,751.188232,525.699829,-188.587189,956.031860,335.011078,-62.310722,842.264038,347.001923,-203.884430,934.736084,275.005341,-366.273102,686.690369,263.527802,-93.468796,656.794739,148.062592,-171.896637,940.586304,160.881088,-135.738480,849.466492,232.447144,-204.459564,955.078369,214.342209,-270.855164,916.141663
3,0,345.715607,-349.756561,874.486633,467.494080,-278.272064,763.638977,453.060608,-128.268219,751.206177,525.664856,-188.544647,956.068848,334.981934,-62.255661,842.298584,346.971893,-203.861511,934.759521,275.007904,-366.250000,686.710754,263.516815,-93.429298,656.814453,148.010605,-171.949951,940.560120,160.865128,-135.636459,849.487549,232.389542,-204.428040,955.081909,214.282608,-270.807190,916.119629
4,0,345.697174,-349.720886,874.520081,467.488708,-278.229889,763.686951,453.037476,-128.230164,751.233704,525.625854,-188.491028,956.115173,334.936005,-62.243973,842.308716,346.936066,-203.825485,934.793457,275.005768,-366.227539,686.741333,263.489319,-93.405197,656.836914,148.002274,-171.812714,940.588989,160.834396,-135.563065,849.486572,232.347076,-204.399170,955.097717,214.240967,-270.754974,916.110046
5,0,345.687347,-349.683289,874.555725,467.471039,-278.180420,763.719482,453.012482,-128.219406,751.242249,525.593079,-188.430389,956.149841,334.893890,-62.198624,842.316284,346.902039,-203.780655,934.811035,275.004761,-366.208252,686.764832,263.464386,-93.388397,656.840515,147.980652,-171.748718,940.583740,160.797989,-135.493057,849.474243,232.299438,-204.355362,955.105896,214.197311,-270.700562,916.093201
6,0,345.656189,-349.630829,874.576782,467.459473,-278.138123,763.749023,452.982697,-128.191528,751.257568,525.544067,-188.356262,956.178162,334.839111,-62.192696,842.301697,346.855469,-203.726776,934.823486,274.996704,-366.191467,686.784668,263.439240,-93.356018,656.840393,147.936493,-171.724854,940.556274,160.736496,-135.463394,849.443970,232.248596,-204.313248,955.100098,214.130753,-270.626984,916.065125
7,0,345.624176,-349.577820,874.606995,467.428802,-278.084167,763.781494,452.943878,-128.128357,751.273254,525.484802,-188.268494,956.202515,334.784424,-62.133018,842.302795,346.796234,-203.656082,934.834961,274.981842,-366.165009,686.808716,263.401276,-93.363342,656.823853,147.863708,-171.713974,940.551270,160.693130,-135.369186,849.442810,232.188705,-204.254974,955.096497,214.099060,-270.576843,916.058838
8,0,345.602203,-349.530029,874.641846,467.405762,-278.035339,763.819458,452.899567,-128.095734,751.285339,525.421265,-188.186768,956.227356,334.726807,-62.096291,842.298889,346.741364,-203.597900,934.848999,274.971436,-366.135773,686.837036,263.355438,-93.360077,656.813293,147.835159,-171.578308,940.548218,160.633896,-135.306152,849.449280,232.131516,-204.200577,955.097595,214.035843,-270.511475,916.048462
9,0,345.552429,-349.476501,874.654175,467.359070,-277.975891,763.839844,452.846466,-128.021927,751.319763,525.364868,-188.122498,956.257568,334.654266,-62.054306,842.315735,346.679474,-203.542038,934.864380,274.936798,-366.096832,686.835632,263.303528,-93.311584,656.827942,147.770782,-171.484970,940.559814,160.595001,-135.193207,849.479431,232.072632,-204.158569,955.100586,213.975327,-270.456207,916.029236
10,0,345.512695,-349.429413,874.668335,467.312958,-277.918762,763.859070,452.798035,-127.964958,751.342163,525.295410,-188.049164,956.273132,334.604156,-61.964748,842.331604,346.612579,-203.483734,934.869934,274.906525,-366.053375,686.839294,263.268799,-93.251335,656.831116,147.683426,-171.525040,940.560730,160.519257,-135.175293,849.470215,232.012238,-204.115753,955.088379,213.932755,-270.417664,916.018494
11,0,345.460999,-349.374695,874.669800,467.266327,-277.855499,763.872192,452.741180,-127.913803,751.332336,525.225830,-187.979614,956.291687,334.546265,-61.907066,842.324524,346.551666,-203.434891,934.873169,274.879059,-366.004822,686.841919,263.205536,-93.240967,656.792542,147.638397,-171.441696,940.538147,160.463593,-135.125092,849.444031,231.948700,-204.083282,955.078186,213.850861,-270.362823,915.996277
12,0,345.412476,-349.321442,874.669312,467.219025,-277.789459,763.881287,452.693787,-127.796280,751.364258,525.166138,-187.921982,956.314453,334.478638,-61.870171,842.331055,346.490845,-203.383362,934.877686,274.850769,-365.949524,686.834717,263.161926,-93.175346,656.797180,147.568771,-171.424454,940.519531,160.403503,-135.085266,849.435059,231.901215,-204.060654,955.081909,213.793640,-270.317902,915.976746
13,0,345.367950,-349.268433,874.667419,467.175262,-277.721313,763.897644,452.647797,-127.686691,751.410156,525.108887,-187.870026,956.342590,334.437714,-61.754078,842.370361,346.433350,-203.341461,934.891541,274.814514,-365.887329,686.824158,263.122040,-93.133102,656.805969,147.503738,-171.417328,940.506836,160.364929,-134.997818,849.446960,231.838699,-204.020767,955.079773,213.732315,-270.266907,915.960571
14,0,345.320923,-349.214813,874.672424,467.131653,-277.653015,763.917480,452.583282,-127.641693,751.420105,525.038818,-187.798233,956.372681,334.377319,-61.692219,842.385864,346.372498,-203.290146,934.902710,274.801605,-365.833435,686.827942,263.065338,-93.078613,656.796936,147.421692,-171.417923,940.498169,160.303589,-134.955933,849.440552,231.768692,-203.979370,955.074890,213.683914,-270.222992,915.950745
