Trajectories
100
,,jamsling:arm1,,,jamsling:arm2,,,jamsling:arm3,,,jamsling:arm4,,,jamsling:shoulder1,,,jamsling:shoulder2,,,jamsling:shoulder3,,,jamsling:shoulder4,,,jamsling:torso1,,,jamsling:torso2,,,jamsling:torso3,,,jamsling:torso4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,293.584106,-74.376945,618.332886,418.469238,6.191226,517.470520,401.133972,155.346176,513.569946,467.447601,84.205559,717.213196,278.018677,212.876801,604.325623,289.908356,67.111427,688.031860,230.300659,-79.787689,427.429535,213.915192,193.190567,414.591217,91.047722,95.557053,687.842590,104.958183,138.946732,602.292419,176.728546,64.376419,704.943787,160.577682,-1.150965,663.008362
2,0,293.591156,-74.385147,618.302185,418.468536,6.203045,517.440002,401.139343,155.363403,513.588562,467.455872,84.184036,717.203735,278.028107,212.879410,604.350159,289.912048,67.089104,688.024841,230.277405,-79.757561,427.378052,213.914047,193.209457,414.605560,91.061623,95.548050,687.856567,104.962730,138.943207,602.305664,176.730103,64.352875,704.940613,160.575958,-1.166501,662.987915
3,0,293.613007,-74.403099,618.322937,418.477478,6.201728,517.468506,401.127106,155.338776,513.585022,467.456146,84.179359,717.220520,278.020477,212.859299,604.365051,289.917328,67.084190,688.043030,230.304718,-79.759964,427.411865,213.918961,193.233994,414.640167,91.045448,95.513176,687.853943,104.953300,138.905273,602.297791,176.729584,64.342239,704.958618,160.552032,-1.169048,662.996521
4,0,293.591125,-74.393394,618.321533,418.474701,6.213371,517.486328,401.126587,155.367401,513.627563,467.444458,84.178741,717.244507,278.015625,212.869247,604.394287,289.908600,67.076614,688.057312,230.316437,-79.755981,427.417114,213.912415,193.232025,414.655396,91.082001,95.567368,687.896545,104.964500,138.916245,602.321045,176.721497,64.333900,704.966309,160.554214,-1.186301,663.013977
5,0,293.592468,-74.405228,618.318359,418.467743,6.216993,517.484009,401.115936,155.372162,513.634644,467.427765,84.173843,717.252563,278.000824,212.874634,604.398987,289.892212,67.066414,688.057861,230.304459,-79.751114,427.391815,213.909622,193.229050,414.651886,91.050247,95.530174,687.878296,104.929947,138.885712,602.297363,176.703033,64.319603,704.958008,160.557648,-1.206611,663.007202
6,0,293.581421,-74.408447,618.316833,418.455872,6.227191,517.485291,401.105133,155.358978,513.635742,467.405640,84.176628,717.267395,277.981384,212.873322,604.404602,289.872833,67.064720,688.058289,230.310394,-79.759308,427.391083,213.910568,193.236053,414.663025,91.025742,95.506081,687.865234,104.913055,138.876022,602.284302,176.685532,64.312813,704.959595,160.537292,-1.214157,662.993958
7,0,293.563171,-74.398491,618.319031,418.453125,6.229586,517.501160,401.102997,155.362762,513.646423,467.387726,84.184982,717.282288,277.972473,212.879837,604.408813,289.859772,67.068787,688.063110,230.311966,-79.759560,427.398132,213.905029,193.208298,414.637390,91.002502,95.487747,687.862244,104.914024,138.877548,602.292236,176.667999,64.311745,704.963623,160.545090,-1.221006,663.015747
8,0,293.568756,-74.397400,618.309570,418.450348,6.237323,517.486877,401.094238,155.372238,513.628723,467.368195,84.197906,717.273682,277.957611,212.889847,604.386414,289.845154,67.082016,688.040405,230.329346,-79.768433,427.397369,213.895599,193.210648,414.614655,90.989166,95.496292,687.849182,104.880096,138.848801,602.253662,176.651672,64.323967,704.949280,160.527573,-1.214648,663.007751
9,0,293.566528,-74.397041,618.283997,418.444702,6.249381,517.460693,401.099182,155.381210,513.599609,467.365387,84.203377,717.249451,277.953339,212.889572,604.350098,289.838440,67.084473,688.010803,230.311600,-79.752815,427.355591,213.893082,193.215088,414.565338,90.963089,95.468124,687.813416,104.867813,138.832214,602.219604,176.642715,64.330414,704.927612,160.529877,-1.223015,663.019348
10,0,293.539886,-74.371864,618.242004,418.434509,6.266322,517.425598,401.105194,155.377029,513.577026,467.366669,84.195869,717.230652,277.957489,212.882431,604.332275,289.840271,67.089821,687.990295,230.288834,-79.724854,427.313568,213.907150,193.234787,414.566772,90.962891,95.466942,687.812866,104.891914,138.855682,602.235168,176.639160,64.333839,704.920837,160.504425,-1.212004,663.029846
11,0,293.556641,-74.379059,618.226807,418.459229,6.251928,517.423462,401.104279,155.401367,513.556641,467.367737,84.199028,717.205078,277.971558,212.916061,604.318481,289.842377,67.101082,687.963501,230.307266,-79.718277,427.307770,213.916885,193.279480,414.554657,90.964340,95.504021,687.819763,104.898010,138.872131,602.223572,176.630951,64.342964,704.910278,160.520737,-1.226739,663.071594
12,0,293.540680,-74.358727,618.180603,418.447021,6.268829,517.376465,401.115753,155.414001,513.528870,467.368958,84.191490,717.170471,277.981415,212.933853,604.302612,289.841248,67.105476,687.926025,230.301331,-79.695259,427.265228,213.916840,193.278931,414.515900,90.946106,95.485886,687.790527,104.874687,138.824478,602.180664,176.616028,64.346176,704.885742,160.493332,-1.198467,663.055725
13,0,293.541443,-74.348343,618.154114,418.461151,6.272986,517.365417,401.119141,155.414368,513.503662,467.366394,84.194260,717.150269,277.976959,212.936768,604.277893,289.835938,67.120636,687.904846,230.287521,-79.668732,427.234894,213.914734,193.312485,414.513062,90.926842,95.504776,687.795288,104.876534,138.845627,602.192139,176.604904,64.356613,704.875427,160.513870,-1.220514,663.087097
14,0,293.527649,-74.328377,618.139404,418.443329,6.294358,517.345520,401.122925,155.438339,513.492126,467.355042,84.207626,717.141052,277.979370,212.959930,604.257690,289.832458,67.141327,687.886536,230.276169,-79.640839,427.221283,213.922089,193.333313,414.487366,90.888054,95.459633,687.756958,104.862488,138.815704,602.160828,176.584625,64.367035,704.864624,160.552780,-1.264945,663.144836
15,0,293.508575,-74.308388,618.102661,418.425354,6.321259,517.312988,401.111420,155.447815,513.466309,467.344971,84.218826,717.118958,277.966644,212.978424,604.243103,289.817322,67.152435,687.865234,230.264954,-79.622467,427.183685,213.905838,193.328232,414.447235,90.889534,95.486359,687.757568,104.860863,138.831573,602.150818,176.566681,64.367981,704.842468,160.503540,-1.255003,663.124207
16,0,293.514893,-74.304337,618.089172,418.435150,6.316569,517.309814,401.103790,155.469986,513.466064,467.337921,84.226318,717.107666,277.964600,212.988998,604.231628,289.814697,67.161484,687.844238,230.272629,-79.608337,427.165131,213.907242,193.357941,414.452057,90.882088,95.485870,687.749756,104.847588,138.800430,602.115601,176.550949,64.366577,704.828918,160.488983,-1.257909,663.114807
17,0,293.490845,-74.276855,618.077454,418.412537,6.342658,517.308899,401.089661,155.490723,513.466614,467.325836,84.247528,717.109741,277.952942,213.020599,604.239685,289.797699,67.176781,687.846619,230.261307,-79.578697,427.153992,213.892334,193.367233,414.434509,90.865875,95.496857,687.742737,104.829681,138.785980,602.093384,176.524323,64.375504,704.825562,160.475449,-1.259780,663.128601
18,0,293.503174,-74.280701,618.095825,418.419434,6.345610,517.334167,401.076080,155.517868,513.478577,467.306213,84.260422,717.120850,277.931641,213.023193,604.242737,289.784241,67.186325,687.850159,230.260986,-79.568451,427.154541,213.887695,193.374512,414.444305,90.835960,95.477318,687.734192,104.826775,138.809998,602.102356,176.502457,64.380112,704.822876,160.503937,-1.281385,663.149536
19,0,293.478485,-74.261917,618.076294,418.405029,6.366307,517.327637,401.057251,155.531097,513.478027,467.279480,84.279922,717.126343,277.912048,213.052429,604.249817,289.757996,67.192551,687.846741,230.264511,-79.557816,427.138611,213.878235,193.405014,414.443909,90.808983,95.480438,687.722595,104.817268,138.840378,602.097717,176.471893,64.380867,704.803467,160.478775,-1.276968,663.119812
